;molecule_chembl_id;units;IC50;smiles;pIC50;MW;HBA;HBD;LogP;rule_of_five_conform
1326;CHEMBL1914673;nM;29.0;C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(Br)cc3)c4ccc(F)cc4;7.537602002101044;410.054236832;3;2;5.699600000000003;yes
1327;CHEMBL52418;nM;29.0;CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;7.537602002101044;357.022522104;5;2;3.489300000000001;yes
1328;CHEMBL3671512;nM;29.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)NC=C)c(NC(=O)C=C)cc23;7.537602002101044;514.07642882;6;4;4.221000000000002;yes
1330;CHEMBL3671555;nM;29.0;CCCNC(=O)NC(C)COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.537602002101044;544.1233790120001;6;4;4.876000000000003;yes
1331;CHEMBL3929584;nM;29.0;C[C@@H](Nc1ncnc2oc(cc12)c3ccc(C=C)cc3)c4ccccc4;7.537602002101044;341.152812228;4;1;5.705900000000004;yes
1332;CHEMBL242541;nM;29.0;Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;7.537602002101044;288.05780222;4;2;3.748100000000001;yes
1333;CHEMBL3671552;nM;29.0;C[C@H](COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C)NC(=O)C;7.537602002101044;501.081179852;6;3;4.302900000000003;yes
1334;CHEMBL94191;nM;29.0;COc1cc2ncnc(Nc3ccccc3)c2cc1OC;7.537602002101044;281.11642672;5;1;3.390600000000002;yes
1335;CHEMBL75177;nM;29.0;Clc1cccc(Nc2[nH]cnc3nc4CCCCc4c23)c1;7.537602002101044;298.09852416;3;2;4.185300000000002;yes
1337;CHEMBL3233793;nM;29.0;Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CN4CCS(=O)(=O)CC4)cc23)cc1Cl;7.537602002101044;495.060187368;8;2;3.4525000000000023;yes
1338;CHEMBL3805283;nM;29.1;CC(C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c4OCCOc14;7.536107011014092;389.09424730399996;6;1;4.724300000000003;yes
1340;CHEMBL205966;nM;30.0;Nc1ccc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.522878745280337;444.11531709599996;5;2;5.573700000000002;yes
1341;CHEMBL1089203;nM;30.0;COCCOc1cc2nccc(Nc3cccc(c3)C#C)c2cc1OCCOC;7.522878745280337;392.17360724799994;6;1;4.010100000000003;yes
1342;CHEMBL122411;nM;30.0;COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1;7.522878745280337;366.09958678;6;3;4.502100000000002;yes
1343;CHEMBL524457;nM;30.0;Nc1ncnc(Nc2ccc3c(cnn3Cc4cccc(F)c4)c2)c1\C=N\N5CCCCC5;7.522878745280337;444.21862102000006;8;2;4.1593000000000035;yes
1344;CHEMBL211003;nM;30.0;CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC;7.522878745280337;431.15243087600004;6;2;3.740800000000002;yes
1345;CHEMBL204420;nM;30.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCN(C)CC4C(=O)N;7.522878745280337;458.16332990800004;7;2;2.7758000000000003;yes
1346;CHEMBL510845;nM;30.0;Fc1cccc(Cn2ncc3cc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)ccc23)c1;7.522878745280337;597.1958369759999;10;2;4.522800000000003;yes
1347;CHEMBL3234753;nM;30.0;CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc5[nH]ncc5c4)c3)cc2C(F)(F)F)CC1;7.522878745280337;551.2256577960001;6;3;4.5371200000000025;yes
1348;CHEMBL472545;nM;30.0;Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1c4oc(CCN5CCOCC5)nn4;7.522878745280337;507.178565372;10;2;3.959500000000003;yes
1349;CHEMBL379905;nM;30.0;COC[C@H](N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)C(=O)N;7.522878745280337;447.14734549600007;7;2;3.1066000000000003;yes
1350;CHEMBL3297892;nM;30.0;Cc1oc2nc(C)nc(Nc3cccc(c3)C#C)c2c1;7.522878745280337;263.105862036;4;1;3.564540000000002;yes
1351;CHEMBL52472;nM;30.0;COc1ccc2ncncc2c1;7.522878745280337;160.063662876;3;0;1.6383999999999999;yes
1352;CHEMBL207584;nM;30.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N;7.522878745280337;429.13678081200004;6;2;3.624200000000002;yes
1353;CHEMBL583218;nM;30.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCC6CCNCC6;7.522878745280337;524.264822264;9;3;4.107500000000002;yes
1354;CHEMBL1688539;nM;30.0;Fc1ccc(Nc2ncnc3ccccc23)cc1Cl;7.522878745280337;273.046903188;3;1;4.1659000000000015;yes
1355;CHEMBL220037;nM;30.0;Fc1ccc(Nc2c(cnc3ccc(NCc4c[nH]cn4)cc23)C#N)cc1Cl;7.522878745280337;392.09525034800004;5;3;4.977780000000001;yes
1356;CHEMBL394057;nM;30.0;OC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12;7.522878745280337;446.15026668800004;8;2;3.611200000000002;yes
1357;CHEMBL540068;nM;30.0;Cl.COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC;7.522878745280337;351.05413208;5;1;4.465800000000002;yes
1358;CHEMBL111197;nM;30.0;COc1cccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)c1;7.522878745280337;426.065031112;6;1;5.054500000000003;yes
1360;CHEMBL312482;nM;30.0;C(N1CCOCC1)c2ccc(cc2)c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3;7.522878745280337;440.16708238800004;5;2;6.020400000000004;yes
1361;CHEMBL3297894;nM;30.2;Cc1oc2nc(C)nc(Nc3ccc(F)c(Cl)c3)c2c1;7.51999305704285;291.057467872;4;1;4.375740000000002;yes
1366;CHEMBL3633941;nM;31.0;CCNC(=O)Nc1ccc(cc1)C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2;7.508638306165727;478.13202978000004;5;4;5.559600000000003;yes
1367;CHEMBL132348;nM;31.0;CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)CC(=O)O;7.508638306165727;524.205969996;7;2;4.1510000000000025;yes
1368;CHEMBL3678958;nM;31.0;CC(C)n1c(Nc2cccnc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13;7.508638306165727;443.2545919280001;9;2;4.041200000000003;yes
1369;CHEMBL423224;nM;31.0;Brc1cccc(Nc2[nH]cnc3nc4ccccc4c23)c1;7.508638306165727;338.01670845200005;3;2;4.568800000000001;yes
1370;CHEMBL1946926;nM;31.0;CC1(C)CC(CC(C)(C)N1[O])C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2;7.508638306165727;496.13481220400007;5;2;5.689100000000005;yes
1372;CHEMBL515664;nM;31.0;COC[C@H]1CCCN1\N=C\c2c(N)ncnc2Nc3ccc4c(cnn4Cc5cccc(F)c5)c3;7.508638306165727;474.22918570400003;9;2;3.784200000000002;yes
1373;CHEMBL3828092;nM;31.9;Fc1ccc(Nc2ncnc3ccc(cc23)c4cnn(c4)C5CCNCC5)cc1Cl;7.496209316942819;422.14220054000003;6;2;4.9539000000000035;yes
1374;CHEMBL3671572;nM;32.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CCOCC4)c(NC(=O)C=C)cc23;7.494850021680094;572.118293632;8;3;3.226700000000001;yes
1375;CHEMBL3671524;nM;32.0;CCCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.494850021680094;515.0968299159999;6;3;4.694600000000003;yes
1376;CHEMBL193159;nM;32.0;ClCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.494850021680094;389.988300784;4;2;4.313200000000002;yes
1377;CHEMBL381604;nM;32.0;Nc1nccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.494850021680094;446.10581503199995;7;2;4.363700000000002;yes
1378;CHEMBL248321;nM;32.0;NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23)CC1;7.494850021680094;464.18398510000003;9;2;3.418400000000001;yes
1381;CHEMBL3671577;nM;32.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CC=CC4)c(NC(=O)C=C)cc23;7.494850021680094;554.1077289479999;7;3;3.766300000000002;yes
1382;CHEMBL1645472;nM;32.0;NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1;7.494850021680094;340.181172892;6;2;2.5351;yes
1383;CHEMBL1645462;nM;32.0;Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13;7.494850021680094;530.219014944;10;3;3.8553200000000016;yes
1384;CHEMBL182254;nM;32.0;Fc1cccc(COc2ccc(Nc3ncnc4nn5ccccc5c34)cc2Cl)c1;7.494850021680094;419.094916;6;1;5.3926000000000025;yes
1385;CHEMBL430031;nM;32.0;CC(C)CO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4cccc(F)c4)c2;7.494850021680094;433.20263660800003;8;2;4.346000000000003;yes
1387;CHEMBL3671518;nM;32.0;OCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.494850021680094;503.060444408;7;4;2.8868;yes
1390;CHEMBL1204360;nM;32.2;Cl.COc1cc2ncnc(Nc3ccccc3F)c2cc1OC;7.492144128304169;335.08368262;5;1;3.951500000000002;yes
1391;CHEMBL3622625;nM;32.2;C=CC(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]4CCOC4;7.492144128304169;400.15354049999996;6;2;3.6469000000000023;yes
1393;CHEMBL589826;nM;32.6;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC=C;7.486782399932061;401.130632812;5;1;5.909600000000004;yes
1394;CHEMBL590558;nM;32.7;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCC#C;7.485452247339714;413.130632812;5;1;5.746900000000004;yes
1395;CHEMBL204467;nM;33.0;OCc1oc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.481486060122112;449.094247304;6;2;5.076800000000003;yes
1396;CHEMBL3085375;nM;33.0;COc1cc2ncnc(C#C[C@@](C)(Cc3ccccc3)N4CCC(CC4)C(=O)O)c2cc1OC;7.481486060122112;459.21580640799993;6;1;3.7965000000000027;yes
1397;CHEMBL2048788;nM;33.0;CC(C)(C)NC(=O)c1cccc(Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)c1;7.481486060122112;479.172417372;7;3;5.141200000000004;yes
1398;CHEMBL500072;nM;33.0;Fc1ccc(F)c(Cn2ncc3cc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)ccc23)c1;7.481486060122112;615.1864151639999;10;2;4.661900000000003;yes
1399;CHEMBL256529;nM;33.0;CO\N=C\c1c(N)ncnc1Nc2ccc(OCc3cc(F)cc(F)c3)c(Cl)c2;7.481486060122112;419.096058872;7;2;4.293300000000003;yes
1400;CHEMBL1241487;nM;33.0;Nc1ccc(cc1O)c2nn(C3CCCC3)c4ncnc(N)c24;7.481486060122112;310.154209196;7;3;2.4783999999999997;yes
1402;CHEMBL1914671;nM;33.0;C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccccc3)c4ccc(F)cc4;7.481486060122112;332.143724764;3;2;4.937100000000003;yes
1404;CHEMBL567873;nM;33.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OC[C@@H]6COCCN6;7.481486060122112;526.24408682;10;3;3.0963000000000003;yes
1405;CHEMBL392273;nM;33.0;Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCNCC6)c45)ccc23)c1;7.481486060122112;470.23427108400006;8;2;3.8053000000000017;yes
1407;CHEMBL3219134;nM;33.95;COc1ccc(CC2N(C)C(=O)c3cnc(Nc4ccc(cc4OC)N5CCN(C)CC5)nc3N(C2=O)c6cccc(NC(=O)C=C)c6)cc1;7.469160221383479;676.31216638;10;2;4.475300000000003;yes
1408;CHEMBL1923007;nM;34.0;OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12;7.468521082957745;448.091388092;6;2;5.631700000000003;yes
1409;CHEMBL54805;nM;34.0;Brc1cccc(Nc2ncnc3cccnc23)c1;7.468521082957745;300.00105838800005;4;1;3.530900000000001;yes
1410;CHEMBL1683961;nM;34.0;Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCCN4CCOCC4;7.468521082957745;494.188482036;6;1;5.364020000000005;yes
1411;CHEMBL2425085;nM;34.0;COC1CN(CCCOc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OC)C1;7.468521082957745;446.152096528;7;1;4.274000000000003;yes
1413;CHEMBL3233791;nM;34.0;CC(C)N1CCN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1;7.468521082957745;488.15613635200003;7;2;4.748100000000003;yes
1416;CHEMBL249928;nM;35.0;CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO;7.455931955649724;493.15168192799996;8;2;3.8303000000000025;yes
1418;CHEMBL3671514;nM;35.0;Fc1c(Cl)c(Br)ccc1Nc2ncnc3cc(OCCNC(=O)N4CCOCC4)c(NC(=O)C=C)cc23;7.455931955649724;592.063671216;7;3;4.473500000000003;yes
1419;CHEMBL157084;nM;35.0;CS(=O)(=O)CCNc1nc(cs1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2;7.455931955649724;477.0496226840001;8;2;4.7459000000000024;yes
1420;CHEMBL56505;nM;35.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(CCO)CCO;7.455931955649724;450.14701114799993;8;3;2.8399000000000014;yes
1421;CHEMBL135142;nM;35.0;FC(F)(F)\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.455931955649724;436.01465776400005;4;2;5.192900000000002;yes
1422;CHEMBL3633932;nM;35.0;CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1;7.455931955649724;465.136780812;5;3;5.886300000000004;yes
1423;CHEMBL52665;nM;35.0;Brc1cccc(Nc2ncnc3ccncc23)c1;7.455931955649724;300.00105838800005;4;1;3.530900000000001;yes
1424;CHEMBL391778;nM;35.0;NCC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;7.455931955649724;484.24992114800006;8;2;4.1807000000000025;yes
1425;CHEMBL355982;nM;35.0;Brc1cccc(Nc2ncnc3sccc23)c1;7.455931955649724;304.96223035599996;4;1;4.197400000000001;yes
1426;CHEMBL3233790;nM;35.0;CCN1CCN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1;7.455931955649724;474.14048628800003;7;2;4.359600000000002;yes
1427;CHEMBL248108;nM;35.0;NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c23)CC1;7.455931955649724;470.23427108400006;8;2;3.9331000000000014;yes
1429;CHEMBL248116;nM;36.0;NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1;7.443697499232712;463.188736132;8;2;4.023400000000002;yes
1430;CHEMBL3671510;nM;36.0;CC(C)NC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.443697499232712;530.107728948;6;4;4.485900000000002;yes
1432;CHEMBL3409482;nM;36.0;CN(CCO)c1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1;7.443697499232712;425.1964083560001;8;2;3.5949000000000018;yes
1433;CHEMBL3671563;nM;36.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)N4CCOCC4)c(NC(=O)C=C)cc23;7.443697499232712;558.102643568;7;3;3.820100000000002;yes
1434;CHEMBL2425093;nM;36.0;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CC5(CCO5)C4;7.443697499232712;458.15209652799996;7;1;4.4181000000000035;yes
1436;CHEMBL2048904;nM;36.0;Cn1ncc2c(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cccc12;7.443697499232712;434.125801528;8;2;4.499600000000004;yes
1438;CHEMBL3974626;nM;36.0;COc1ccc(cc1)N2C(=O)CS/C/2=N/Nc3nncc4ccccc34;7.443697499232712;365.09464572;7;1;3.101300000000001;yes
1439;CHEMBL3934034;nM;36.0;CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OC;7.443697499232712;428.184840628;6;2;5.309500000000004;yes
1440;CHEMBL3671550;nM;36.0;CC(CNC(=O)C)Oc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.443697499232712;501.081179852;6;3;4.302900000000002;yes
1441;CHEMBL3416603;nM;36.0;OC[C@@H](Nc1ncnc2sc(Br)cc12)c3ccccc3;7.443697499232712;348.988445104;5;2;3.599300000000002;yes
1442;CHEMBL3671525;nM;36.0;CC\C=C\C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.443697499232712;527.0968299159999;6;3;4.860700000000003;yes
1443;CHEMBL3806200;nM;36.2;COCCOc1cc2ncnc(Nc3ccc(Cl)c(c3)[N+](=O)[O-])c2c4OCCOc14;7.441291429466834;432.08366194399997;9;1;3.7314000000000025;yes
1445;CHEMBL1928947;nM;37.0;Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NC(=O)C=C)c4)ncn3)cc2Cl)c1;7.431798275933005;490.1207964000001;6;2;6.508500000000004;yes
1446;CHEMBL225720;nM;37.0;CN(C)CCNN=Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1;7.431798275933005;369.14687132;6;2;4.176700000000003;yes
1449;CHEMBL3818970;nM;37.81;CCOc1cc2ncnc(Nc3ccc(OCC4CC4)c(Cl)c3)c2cc1NC(=O)[C@@H]5COC(=O)N5;7.422393322637465;497.14659654799993;8;3;4.261200000000002;yes
1450;CHEMBL2348414;nM;38.0;OCCNC(=O)C1=Cc2c(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)ncnc2NCC1;7.42021640338319;519.1285018720001;7;4;4.992200000000003;yes
1451;CHEMBL440453;nM;38.0;COc1cc(O)c2c(O)c(cnc2c1)c3cccc(Cl)c3;7.42021640338319;301.050570924;4;2;3.9750000000000014;yes
1453;CHEMBL3416600;nM;38.0;C[C@@H](Nc1ncnc2sc(Br)cc12)c3ccccc3;7.42021640338319;332.99353048399996;4;1;4.626900000000003;yes
1454;CHEMBL247710;nM;38.0;NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1;7.42021640338319;480.18406535199995;7;2;4.767500000000004;yes
1455;CHEMBL137534;nM;38.0;CN(C)CCN=NNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.42021640338319;413.09635574000004;6;2;4.476600000000003;yes
1456;CHEMBL3233782;nM;38.0;OC1CN(C\C=C\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)C1;7.42021640338319;433.077551684;7;3;3.398600000000001;yes
1457;CHEMBL584714;nM;38.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCC6CCCNC6;7.42021640338319;524.264822264;9;3;4.107500000000002;yes
1458;CHEMBL1683972;nM;38.0;Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#C\C=N\OCCN4CCOCC4;7.42021640338319;523.178645624;8;1;4.586220000000004;yes
1459;CHEMBL566350;nM;38.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCCN6CCCCC6;7.42021640338319;538.280472328;9;2;4.593800000000003;yes
1461;CHEMBL2425737;nM;38.4;Brc1cccc(Nc2ncnc3ccc(NC(=O)CCOc4ccccc4)cc23)c1;7.415668775632469;462.069137948;5;2;5.543500000000003;yes
1463;CHEMBL3671519;nM;39.0;CSCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C;7.4089353929735005;533.053250852;7;3;4.257500000000002;yes
1464;CHEMBL53375;nM;39.0;COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1;7.4089353929735005;330.011623072;5;1;3.539500000000002;yes
1465;CHEMBL137617;nM;39.0;CN=NNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;7.4089353929735005;356.038506516;5;2;4.544800000000002;yes
1469;CHEMBL3676359;nM;40.0;CS(=O)(=O)CC(=O)NCCOc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1NC(=O)C=C;7.397940008672037;555.05462332;8;3;3.4834000000000005;yes
1471;CHEMBL193681;nM;40.0;CCc1c(cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12)C(=O)NCCCn6ccnc6;7.397940008672037;519.249506548;9;2;4.449900000000003;yes
1472;CHEMBL412367;nM;40.0;CCc1c(NC(=O)OCCn2ccnc2)cn3ncnc(Nc4ccc5c(cnn5Cc6ccccc6)c4)c13;7.397940008672037;521.2287711040001;10;2;4.878500000000004;yes
1473;CHEMBL3233770;nM;40.0;Fc1ccc(Nc2ncnc3sc(NC(=O)CCl)cc23)cc1Cl;7.397940008672037;369.985815488;5;2;4.404700000000001;yes
1474;CHEMBL126137;nM;40.0;CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1;7.397940008672037;400.10110677200004;6;1;3.5287000000000015;yes
1475;CHEMBL380006;nM;40.0;COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N(C)C;7.397940008672037;445.16808094000004;6;1;4.083000000000004;yes
1476;CHEMBL296377;nM;40.0;Clc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;7.397940008672037;333.9620860360001;4;1;4.184300000000001;yes
1477;CHEMBL391181;nM;40.0;COc1cn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c2c1CN6CCC(N)CC6;7.397940008672037;500.24483576800003;9;2;3.9417000000000026;yes
1478;CHEMBL566337;nM;40.0;CCC1=C2C(N=CN=C2Nc3ccc4c(cnn4Cc5ccccc5)c3)N=C1NC(=O)OCCn6ccnc6;7.397940008672037;521.228771104;10;2;4.004600000000003;yes
1479;CHEMBL504034;nM;40.0;CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2;7.397940008672037;643.1126168640001;10;3;4.659200000000004;yes
1480;CHEMBL1645467;nM;40.0;NC1CCN(Cc2ccn3ncnc(Nc4ccccc4)c23)CC1;7.397940008672037;322.190594704;6;2;2.395999999999999;yes
1481;CHEMBL3671557;nM;40.0;Fc1cc(Br)ccc1Nc2ncnc3cc(OCCCNCCC=O)c(NC(=O)C=C)cc23;7.397940008672037;515.0968299159999;7;3;4.347000000000002;yes
1482;CHEMBL287832;nM;40.0;CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;7.397940008672037;410.0854567080001;6;1;4.047200000000002;yes
1483;CHEMBL93461;nM;40.0;CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1;7.397940008672037;356.0272731360001;4;2;4.094300000000002;yes
1484;CHEMBL346863;nM;40.0;CO.Brc1cccc(Nc2ncnc3c4scnc4sc23)c1;7.397940008672037;393.955765072;7;2;4.415600000000001;yes
1485;CHEMBL484270;nM;40.0;CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@@H](C)c5ccccc5)ncnc4[nH]3)CC1;7.397940008672037;440.2688450240001;5;2;4.935500000000003;yes
1487;CHEMBL204570;nM;40.0;OCc1cccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3;7.397940008672037;460.110231716;6;2;4.878800000000003;yes
1488;CHEMBL461426;nM;40.0;NC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2;7.397940008672037;537.103766432;8;3;4.983700000000003;yes
1489;CHEMBL202398;nM;40.0;CCCCN(CCCC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1;7.397940008672037;481.20446644800006;5;2;6.010000000000005;yes
1490;CHEMBL512391;nM;41.0;Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O;7.387216143280264;370.08326801999993;6;3;3.7330000000000023;yes
1491;CHEMBL2178350;nM;41.0;CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CC6)c4n3)cc2;7.387216143280264;440.243692896;8;2;4.4002000000000026;yes
1492;CHEMBL68920;nM;41.0;Cc1cc(C)c(\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)[nH]1;7.387216143280264;383.09491600000007;4;3;4.450340000000002;yes
1493;CHEMBL37373;nM;41.0;CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12;7.387216143280264;409.09020774000004;5;1;4.652200000000003;yes
1494;CHEMBL3676365;nM;41.0;OCCC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C;7.387216143280264;551.0371221199999;7;4;3.930300000000001;yes
1495;CHEMBL3092324;nM;41.0;CS(=O)(=O)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]4CCOC4;7.387216143280264;523.109245736;8;3;3.4997000000000016;yes
1496;CHEMBL3758889;nM;41.0;C[C@@H](Nc1ncnc2sc(cc12)c3ccc(cc3)S(=O)(=O)C)c4ccccc4;7.387216143280264;409.09186884799993;6;1;4.934900000000004;yes
1497;CHEMBL3949347;nM;41.0;CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1;7.387216143280264;478.2229574520001;8;2;4.222700000000002;yes
1498;CHEMBL205284;nM;42.0;Fc1cccc(COc2ccc(Nc3ncncc3C#Cc4cc[nH]n4)cc2Cl)c1;7.376750709602099;419.09491600000007;5;2;4.714600000000002;yes
1500;CHEMBL3676352;nM;42.0;COc1cc(Nc2ncnc3cc(OCCNC(=O)C)c(NC(=O)C=C)cc23)c(Cl)cc1Cl;7.376750709602099;489.097059512;7;3;4.3282000000000025;yes
